# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 04:22:42 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
loc_rowid,pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum
23487,Kepler-485 b,3.24325988,0.043300,12.910,,,0.000000,1243,,5823.00,1.01,1.03,
23488,Kepler-485 b,,,13.642,,,,,,5802.00,1.07,,
23489,Kepler-485 b,3.24325980,0.044300,13.630,,,0.000000,1299,,6109.00,1.03,1.10,
23490,Kepler-485 b,3.24325980,0.044300,13.630,,,0.000000,1299,,6109.00,1.03,1.10,
23491,Kepler-485 b,3.24325967,,,,,,,,5778.00,1.09,1.04,0.079
23492,Kepler-485 b,3.24325988,,,,,,,,5778.00,1.09,1.04,0.079
23493,Kepler-486 b,30.36044536,,,,,,,,4815.00,0.80,0.78,-0.514
23494,Kepler-486 b,30.36044700,0.170000,9.880,,,0.000000,439,,4905.00,0.70,0.71,
23495,Kepler-486 b,,,10.936,,,,,,4939.00,0.76,,
23496,Kepler-486 b,30.36044667,,11.000,,,,,,4926.00,0.75,0.79,
23497,Kepler-486 b,30.36044667,0.172500,11.310,,,0.000000,459,,4939.00,0.77,0.74,
23498,Kepler-486 b,30.36044536,0.172500,10.990,,,0.000000,459,,4939.00,0.77,0.74,
23499,Kepler-486 b,30.36044623,,,,,,,,4815.00,0.80,0.78,-0.514
23500,Kepler-486 b,30.36043593,,,,,,,,4815.00,0.80,0.78,-0.514
23501,Kepler-486 b,30.36044667,0.172500,11.310,,,0.000000,459,,4939.00,0.77,0.74,
23502,Kepler-486 b,30.36044667,0.172500,11.310,,,0.000000,459,,4939.00,0.77,0.74,
23503,Kepler-487 b,,,11.426,,,,,,5456.00,0.93,,
23504,Kepler-487 b,15.35876840,0.117000,11.310,,,0.000000,686,,5700.00,0.87,0.90,
23505,Kepler-487 b,15.35876766,,,,,,,,5462.00,0.92,0.95,-0.173
23506,Kepler-487 b,15.35876840,0.117000,11.310,,,0.000000,686,,5700.00,0.87,0.90,
23507,Kepler-487 b,15.35876840,0.117000,11.310,,,0.000000,686,,5700.00,0.87,0.90,
23508,Kepler-487 b,15.35876777,,,,,,,,5462.00,0.92,0.95,-0.173
23509,Kepler-487 b,15.35877940,0.118000,11.000,,,0.000000,685,,5696.00,0.88,0.93,
23510,Kepler-487 b,15.35876777,0.115700,10.890,,,0.000000,662,,5422.00,0.89,0.87,
23511,Kepler-487 b,15.35876911,,,,,,,,5462.00,0.92,0.95,-0.173
23512,Kepler-487 b,15.35876840,,11.420,,,,,,5444.00,0.88,0.91,
23513,Kepler-487 c,38.65207960,0.214100,2.070,,,0.000000,487,,5422.00,0.89,0.87,
23514,Kepler-487 c,38.65199760,0.216400,2.620,,,0.000000,504,,5700.00,0.87,0.90,
23515,Kepler-487 c,38.65247245,,,,,,,,5462.00,0.92,0.95,-0.173
23516,Kepler-487 c,38.65199760,0.216400,2.620,,,0.000000,504,,5700.00,0.87,0.90,
23517,Kepler-487 c,38.65199760,,2.680,,,,,,5444.00,0.88,0.91,
23518,Kepler-487 c,38.65199760,0.216400,2.620,,,0.000000,504,,5700.00,0.87,0.90,
23519,Kepler-487 c,38.65154000,0.218000,2.300,,,0.000000,504,,5696.00,0.88,0.93,
23520,Kepler-487 c,38.65207960,,,,,,,,5462.00,0.92,0.95,-0.173
23521,Kepler-487 c,,,2.172,,,,,,5456.00,0.93,,
23522,Kepler-487 d,2.41839850,0.034000,2.300,,,0.000000,1277,,5696.00,0.88,0.93,
23523,Kepler-487 d,2.41840544,0.034100,2.790,,,0.000000,1270,,5700.00,0.87,0.90,
23524,Kepler-487 d,2.41840544,0.034100,2.790,,,0.000000,1270,,5700.00,0.87,0.90,
23525,Kepler-487 d,2.41839004,,2.775,,,,,,5422.00,0.89,0.87,
23526,Kepler-487 d,2.41840684,0.033700,2.250,,,0.000000,1226,,5422.00,0.89,0.87,
23527,Kepler-487 d,2.41840544,0.034100,2.790,,,0.000000,1270,,5700.00,0.87,0.90,
23528,Kepler-487 d,2.41840562,,,,,,,,5462.00,0.92,0.95,-0.173
23529,Kepler-487 d,2.41840684,,,,,,,,5462.00,0.92,0.95,-0.173
23530,Kepler-488 b,3.12082814,0.042800,14.160,,,0.000000,1303,,6122.00,1.00,1.07,
23531,Kepler-488 b,3.12082923,0.042800,14.510,,,0.000000,1303,,6122.00,1.00,1.07,
23532,Kepler-488 b,3.12082923,,15.790,,,,,,5970.00,1.09,1.07,
23533,Kepler-488 b,3.12082923,0.042800,14.510,,,0.000000,1303,,6122.00,1.00,1.07,
23534,Kepler-488 b,,,15.054,,,,,,6134.00,1.06,,
23535,Kepler-488 b,3.12082814,,,,,,,,5983.00,1.10,1.10,0.145
23536,Kepler-488 b,3.12082903,0.043000,14.500,,,0.000000,1287,,6115.00,0.98,1.07,
23537,Kepler-488 b,3.12082923,0.042800,14.510,,,0.000000,1303,,6122.00,1.00,1.07,
23538,Kepler-488 b,3.12082918,,,,,,,,5983.00,1.10,1.10,0.145
23539,Kepler-489 b,17.27630085,,,,,,,,4998.39,0.73,0.83,-0.518
23540,Kepler-489 b,17.27629612,0.120200,8.340,,,0.000000,587,,5085.00,0.82,0.78,
23541,Kepler-489 b,17.27629668,0.120900,7.310,,,0.000000,538,,4941.00,0.74,0.79,
23542,Kepler-489 b,17.27629668,,,,,,,,4998.39,0.73,0.83,-0.518
23543,Kepler-489 b,17.27629612,0.120200,8.340,,,0.000000,587,,5085.00,0.82,0.78,
23544,Kepler-489 b,17.27629755,,,,,,,,4998.39,0.73,0.83,-0.518
23545,Kepler-489 b,17.27629040,0.118000,7.300,,,0.000000,556,,5036.00,0.74,0.74,
23546,Kepler-489 b,,,7.438,,,,,,4938.00,0.75,,
23547,Kepler-489 b,17.27629612,0.120200,8.340,,,0.000000,587,,5085.00,0.82,0.78,
23548,Kepler-489 b,17.27629612,,7.720,,,,,,5014.00,0.76,0.82,
23549,Kepler-49 b,7.20385064,,2.630,,,,,,4079.00,0.60,0.63,
23550,Kepler-49 b,7.20385258,,,,,,,,4011.00,0.67,0.63,-0.984
23551,Kepler-49 b,7.02800000,,1.830,,,,,,3903.00,0.52,0.54,
23552,Kepler-49 b,7.20379450,,2.720,,,,,,3974.00,0.53,0.55,
23553,Kepler-49 b,7.20385586,0.059500,2.250,,,0.000000,509,,3834.00,0.54,0.54,
23554,Kepler-49 b,,,2.609,,,,,,3838.00,0.62,,
23555,Kepler-49 b,7.20385064,0.059500,2.230,,,0.000000,493,,3816.00,0.51,0.54,
23556,Kepler-49 b,7.20385064,0.059500,2.230,,,0.000000,493,,3816.00,0.51,0.54,
23557,Kepler-49 b,7.20400000,,2.300,8.00000,3.40000,,,,,,0.50,
23558,Kepler-49 b,7.20400000,,2.040,8.60000,,,,,,0.58,0.62,
23559,Kepler-49 b,7.20379400,0.060000,2.710,,,0.000000,531,,4069.00,0.53,0.55,
23560,Kepler-49 b,7.20349407,0.059290,2.180,,,,495,M1 V,3816.00,0.51,0.54,
23561,Kepler-49 b,,,2.036,,,,,,3970.00,0.58,0.62,-1.131
23562,Kepler-49 b,7.20385064,0.059500,2.230,,,0.000000,493,,3816.00,0.51,0.54,
23563,Kepler-49 b,7.20385586,,,,,,,,4011.00,0.67,0.63,-0.984
23564,Kepler-49 c,10.91401005,0.078210,1.900,,,,431,M1 V,3816.00,0.51,0.54,
23565,Kepler-49 c,10.91293430,,2.550,,,,,,3974.00,0.53,0.55,
23566,Kepler-49 c,10.91300000,,2.990,8.30000,,,,,,0.58,0.62,
23567,Kepler-49 c,,,2.991,,,,,,3970.00,0.58,0.62,-1.131
23568,Kepler-49 c,10.91274807,,3.100,,,,,,4079.00,0.60,0.63,
23569,Kepler-49 c,10.91274807,0.078400,2.630,,,0.000000,429,,3816.00,0.51,0.54,
23570,Kepler-49 c,10.91274807,0.078400,2.630,,,0.000000,429,,3816.00,0.51,0.54,
23571,Kepler-49 c,10.91274807,0.078400,2.630,,,0.000000,429,,3816.00,0.51,0.54,
23572,Kepler-49 c,10.91293500,0.079000,2.540,,,0.000000,463,,4069.00,0.53,0.55,
23573,Kepler-49 c,10.91274065,,,,,,,,4011.00,0.67,0.63,-0.984
23574,Kepler-49 c,10.91271752,,,,,,,,4011.00,0.67,0.63,-0.984
23575,Kepler-49 c,10.91300000,,2.690,,,,,,3903.00,0.52,0.54,
23576,Kepler-49 c,10.91274065,0.078500,2.130,,,0.000000,443,,3834.00,0.54,0.54,
23577,Kepler-49 c,,,2.467,,,,,,3838.00,0.62,,
23578,Kepler-49 c,10.91300000,,2.800,5.90000,1.30000,,,,,,0.50,
23579,Kepler-49 d,2.57653594,0.029870,1.510,,,,697,M1 V,3816.00,0.51,0.54,
23580,Kepler-49 d,,,1.822,,,,,,3838.00,0.62,,
23581,Kepler-49 d,2.57700000,,1.830,,,,,,3903.00,0.52,0.54,
23582,Kepler-49 d,,,2.036,,,,,,3970.00,0.58,0.62,-1.131
23583,Kepler-49 d,2.57657133,,,,,,,,4011.00,0.67,0.63,-0.984
23584,Kepler-49 d,2.57656760,,,,,,,,4011.00,0.67,0.63,-0.984
23585,Kepler-49 d,2.57657102,,,,,,,,4011.00,0.67,0.63,-0.984
23586,Kepler-49 d,2.57656969,0.030000,1.540,,,0.000000,694,,3816.00,0.51,0.54,
23587,Kepler-49 d,2.57655500,0.030000,1.840,,,0.000000,751,,4069.00,0.53,0.55,
23588,Kepler-49 d,2.57656969,0.030000,1.540,,,0.000000,694,,3816.00,0.51,0.54,
23589,Kepler-49 d,2.57656969,,1.840,,,,,,4079.00,0.60,0.63,
23590,Kepler-49 d,2.57657102,0.030000,1.570,,,0.000000,717,,3834.00,0.54,0.54,
23591,Kepler-49 d,2.57656969,0.030000,1.540,,,0.000000,694,,3816.00,0.51,0.54,
23592,Kepler-49 d,2.57654900,0.031000,1.600,,,,,,4252.00,0.56,,
23593,Kepler-49 e,18.59622000,0.113000,1.970,,,0.000000,387,,4069.00,0.53,0.55,
23594,Kepler-49 e,18.59610800,0.116000,1.560,,,,,,4252.00,0.56,,
23595,Kepler-49 e,,,1.771,,,,,,3838.00,0.62,,
23596,Kepler-49 e,18.59604310,0.111900,1.300,,,0.000000,359,,3816.00,0.51,0.54,
23597,Kepler-49 e,18.59600000,,1.960,,,,,,3903.00,0.52,0.54,
23598,Kepler-49 e,18.59604310,,1.510,,,,,,4079.00,0.60,0.63,
23599,Kepler-49 e,,,2.163,,,,,,3970.00,0.58,0.62,-1.131
23600,Kepler-49 e,18.59621032,,,,,,,,4011.00,0.67,0.63,-0.984
23601,Kepler-49 e,18.59611518,,,,,,,,4011.00,0.67,0.63,-0.984
23602,Kepler-49 e,18.59604310,0.111900,1.300,,,0.000000,359,,3816.00,0.51,0.54,
23603,Kepler-49 e,18.59604310,0.111900,1.300,,,0.000000,359,,3816.00,0.51,0.54,
23604,Kepler-49 e,18.59611518,0.112000,1.530,,,0.000000,371,,3834.00,0.54,0.54,
23605,Kepler-49 e,18.59626777,,,,,,,,4011.00,0.67,0.63,-0.984
23606,Kepler-490 b,3.26869515,0.046400,12.130,,,0.000000,1422,,6418.00,1.17,1.24,
23607,Kepler-490 b,3.26869504,0.045300,16.910,,,0.000000,1597,,5927.00,1.69,1.16,
23608,Kepler-490 b,3.26869515,,11.650,,,,,,6045.00,1.12,1.08,
23609,Kepler-490 b,3.26869515,0.046400,12.130,,,0.000000,1422,,6418.00,1.17,1.24,
23610,Kepler-490 b,3.26869522,,,,,,,,6007.22,1.41,1.11,0.365
23611,Kepler-490 b,3.26869482,0.045000,11.000,,,0.000000,1391,,6409.00,1.09,1.16,
23612,Kepler-490 b,3.26869504,,,,,,,,6007.22,1.41,1.11,0.365
23613,Kepler-490 b,,,13.984,,,,,,5932.00,1.40,,
23614,Kepler-490 b,3.26869515,0.046400,12.130,,,0.000000,1422,,6418.00,1.17,1.24,
23615,Kepler-491 b,4.22538411,,,,,,,,5501.00,1.03,0.96,-0.057
23616,Kepler-491 b,4.22538460,0.052000,10.000,,,0.000000,1157,,5541.00,1.17,1.05,
23617,Kepler-491 b,4.22538451,,8.920,,,,,,5582.00,1.03,1.04,
23618,Kepler-491 b,4.22538451,0.052400,9.160,,,0.000000,1118,,5649.00,1.05,1.07,
23619,Kepler-491 b,4.22538451,0.052400,9.160,,,0.000000,1118,,5649.00,1.05,1.07,
23620,Kepler-491 b,4.22538451,0.052400,9.160,,,0.000000,1118,,5649.00,1.05,1.07,
23621,Kepler-491 b,4.22538454,,,,,,,,5501.00,1.03,0.96,-0.057
23622,Kepler-491 b,,,8.523,,,,,,5522.00,1.00,,
23623,Kepler-491 b,4.22538454,0.051600,9.000,,,0.000000,1111,,5574.00,1.05,1.02,
23624,Kepler-492 b,,,8.722,,,,,,5216.00,0.85,,
23625,Kepler-492 b,11.72012266,0.093500,8.140,,,0.000000,660,,5215.00,0.77,0.79,
23626,Kepler-492 b,11.72012266,0.093500,8.140,,,0.000000,660,,5215.00,0.77,0.79,
23627,Kepler-492 b,11.72012266,,9.590,,,,,,5527.00,0.91,0.94,
23628,Kepler-492 b,11.72012266,0.093500,8.140,,,0.000000,660,,5215.00,0.77,0.79,
23629,Kepler-492 b,11.72012369,,,,,,,,5165.00,0.89,0.87,-0.299
23630,Kepler-492 b,11.72011890,0.093000,7.700,,,0.000000,660,,5209.00,0.77,0.79,
23631,Kepler-492 b,11.72012400,,,,,,,,5165.00,0.89,0.87,-0.299
23632,Kepler-492 b,11.72012400,0.093500,7.940,,,0.000000,660,,5215.00,0.77,0.79,
23633,Kepler-493 b,3.00387658,0.043900,11.420,,,0.000000,1433,,6299.00,1.17,1.25,
23634,Kepler-493 b,3.00387955,0.043900,10.960,,,0.000000,1438,,6311.00,1.17,1.25,
23635,Kepler-493 b,3.00387955,,,,,,,,6052.00,1.51,1.13,0.438
23636,Kepler-493 b,3.00387520,0.042000,11.300,,,0.000000,1346,,6215.00,1.01,1.10,
23637,Kepler-493 b,,,12.885,,,,,,6326.00,1.38,,
23638,Kepler-493 b,3.00387658,0.043900,11.420,,,0.000000,1433,,6299.00,1.17,1.25,
23639,Kepler-493 b,3.00387639,,,,,,,,6052.00,1.51,1.13,0.438
23640,Kepler-493 b,3.00387658,,15.130,,,,,,6457.00,1.54,1.36,
23641,Kepler-493 b,3.00387658,0.043900,11.420,,,0.000000,1433,,6299.00,1.17,1.25,
23642,Kepler-494 b,8.02511852,,,,,,,,,,,
23643,Kepler-494 b,8.02511979,,,,,,,,,,,
23644,Kepler-494 b,8.02512133,,,,,,,,,,,
23645,Kepler-494 b,8.02511821,0.072000,4.020,,,0.000000,760,,5513.00,0.70,0.77,
23646,Kepler-494 b,8.02511821,,7.140,,,,,,6007.00,1.26,1.10,
23647,Kepler-494 b,8.02510440,0.076000,5.000,,,0.000000,811,,5596.00,0.82,0.92,
23648,Kepler-494 b,8.02511821,0.072000,4.020,,,0.000000,760,,5513.00,0.70,0.77,
23649,Kepler-494 b,8.02511852,0.080400,7.790,,,0.000000,1093,,6002.00,1.37,1.07,
23650,Kepler-494 b,8.02511821,0.072000,4.020,,,0.000000,760,,5513.00,0.70,0.77,
23651,Kepler-495 b,3.41303635,0.042700,6.620,,,0.000000,1200,,5392.00,1.09,0.89,
23652,Kepler-495 b,3.41303635,,,,,,,,5410.00,0.87,0.94,-0.237
23653,Kepler-495 b,3.41303622,0.040600,4.550,,,0.000000,986,,5332.00,0.71,0.77,
23654,Kepler-495 b,3.41303622,0.040600,4.550,,,0.000000,986,,5332.00,0.71,0.77,
23655,Kepler-495 b,3.41303585,,,,,,,,5410.00,0.87,0.94,-0.237
23656,Kepler-495 b,,,5.286,,,,,,5378.00,0.87,,
23657,Kepler-495 b,3.41303209,,,,,,,,5410.00,0.87,0.94,-0.237
23658,Kepler-495 b,3.41303622,0.040600,4.550,,,0.000000,986,,5332.00,0.71,0.77,
23659,Kepler-495 b,3.41303510,0.042000,4.800,,,0.000000,1011,,5379.00,0.76,0.86,
23660,Kepler-495 b,3.41303622,,5.230,,,,,,5346.00,0.83,0.86,
23661,Kepler-495 c,5.89660978,,1.219,,,,,,5392.00,1.09,0.89,
23662,Kepler-495 c,5.89661966,,,,,,,,5410.00,0.87,0.94,-0.237
23663,Kepler-495 c,5.89661090,0.058400,0.800,,,0.000000,822,,5332.00,0.71,0.77,
23664,Kepler-495 c,5.89686000,0.061000,0.740,,,0.000000,839,,5379.00,0.76,0.86,
23665,Kepler-495 c,5.89661966,0.061400,1.280,,,0.000000,1000,,5392.00,1.09,0.89,
23666,Kepler-495 c,5.89661090,0.058400,0.800,,,0.000000,822,,5332.00,0.71,0.77,
23667,Kepler-495 c,5.89661090,0.058400,0.800,,,0.000000,822,,5332.00,0.71,0.77,
23668,Kepler-496 b,8.30864937,,2.320,,,,,,5293.00,0.82,0.86,
23669,Kepler-496 b,8.30864937,0.073200,1.970,,,0.000000,700,,5188.00,0.69,0.76,
23670,Kepler-496 b,8.30864937,0.073200,1.970,,,0.000000,700,,5188.00,0.69,0.76,
23671,Kepler-496 b,8.30848500,0.075000,2.330,,,0.000000,721,,5240.00,0.73,0.83,
23672,Kepler-496 b,,,2.249,,,,,,5002.00,0.79,,
23673,Kepler-496 b,8.30866735,,,,,,,,5166.12,0.77,0.87,-0.416
23674,Kepler-496 b,8.30864937,0.073200,1.970,,,0.000000,700,,5188.00,0.69,0.76,
23675,Kepler-496 b,8.30865307,,,,,,,,5166.12,0.77,0.87,-0.416
23676,Kepler-496 b,8.30865307,0.074700,2.420,,,0.000000,747,,5022.00,0.85,0.80,
23677,Kepler-496 b,8.30870362,,,,,,,,5166.12,0.77,0.87,-0.416
23678,Kepler-497 b,3.57320359,,,,,,,,,,,
23679,Kepler-497 b,3.57320280,0.045700,5.810,,,0.000000,1210,,5646.00,1.08,1.00,
23680,Kepler-497 b,3.57320280,,,,,,,,,,,
23681,Kepler-497 b,3.57320367,0.045700,5.950,,,0.000000,1211,,5646.00,1.08,1.00,
23682,Kepler-497 b,3.57320367,,6.040,,,,,,5834.00,1.11,1.09,
23683,Kepler-497 b,3.57321000,0.043000,5.200,,,0.000000,1163,,5530.00,0.98,0.84,
23684,Kepler-497 b,3.57320367,0.045700,5.950,,,0.000000,1211,,5646.00,1.08,1.00,
23685,Kepler-497 b,3.57320367,0.045700,5.950,,,0.000000,1211,,5646.00,1.08,1.00,
23686,Kepler-497 b,,,8.653,,,,,,5644.00,1.61,,
23687,Kepler-498 b,9.61374946,,,,,,,,5629.15,1.28,1.00,0.172
23688,Kepler-498 b,9.61375356,0.089700,3.460,,,0.000000,931,,5997.00,1.11,1.04,
23689,Kepler-498 b,9.61375316,,,,,,,,5629.15,1.28,1.00,0.172
23690,Kepler-498 b,9.61375356,0.089700,3.460,,,0.000000,931,,5997.00,1.11,1.04,
23691,Kepler-498 b,9.61375356,0.089700,3.460,,,0.000000,931,,5997.00,1.11,1.04,
23692,Kepler-498 b,9.61375316,0.089700,3.270,,,0.000000,931,,5997.00,1.11,1.04,
23693,Kepler-498 b,9.61371600,0.088000,3.000,,,0.000000,923,,5945.00,1.09,0.98,
23694,Kepler-498 b,9.61375865,,,,,,,,5629.15,1.28,1.00,0.172
23695,Kepler-498 b,9.61375356,,3.030,,,,,,5744.00,0.96,0.98,
23696,Kepler-498 b,,,3.487,,,,,,5997.00,1.19,,
23697,Kepler-499 b,5.63252845,0.059800,2.100,,,0.000000,841,,5210.00,0.80,0.90,
23698,Kepler-499 b,5.63252845,0.059800,2.100,,,0.000000,841,,5210.00,0.80,0.90,
23699,Kepler-499 b,5.63252508,,,,,,,,5099.00,0.93,0.86,-0.279
23700,Kepler-499 b,5.63256600,0.058000,1.910,,,0.000000,788,,5126.00,0.70,0.80,
23701,Kepler-499 b,5.63252508,0.059800,2.040,,,0.000000,844,,5216.00,0.80,0.90,
23702,Kepler-499 b,5.63252845,0.059800,2.100,,,0.000000,841,,5210.00,0.80,0.90,
23703,Kepler-499 b,5.63252719,,,,,,,,5099.00,0.93,0.86,-0.279
23704,Kepler-499 b,5.63252845,,2.170,,,,,,5312.00,0.83,0.87,
23705,Kepler-499 b,,,2.264,,,,,,5216.00,0.89,,
23706,Kepler-499 b,5.63253172,,,,,,,,5099.00,0.93,0.86,-0.279
23707,Kepler-5 b,3.54846900,0.049670,13.563,648.37320,1.43100,,1692,,6297.00,1.54,1.30,
23708,Kepler-5 b,,,15.189,,,,,,6332.00,1.78,,
23709,Kepler-5 b,3.54846545,,,,,,,,6295.00,1.78,1.23,0.652
23710,Kepler-5 b,3.54846566,0.052000,17.400,,,0.000000,1733,,6297.00,2.02,1.45,
23711,Kepler-5 b,3.54846540,0.050000,15.280,,,0.000000,1640,,6290.00,1.75,1.32,
23712,Kepler-5 b,3.54846540,,15.450,,,,,,6343.00,1.77,1.36,
23713,Kepler-5 b,3.54846250,0.050710,16.040,675.70658,0.89800,0.043000,,,6297.00,1.79,1.37,
23714,Kepler-5 b,3.54846000,0.050640,16.040,671.86400,0.89400,0.024000,1868,,6297.00,1.79,1.37,0.669
23715,Kepler-5 b,3.54846589,,,,,,,,6295.00,1.78,1.23,0.652
23716,Kepler-5 b,3.54846540,0.050000,15.280,,,0.000000,1640,,6290.00,1.75,1.32,
23717,Kepler-5 b,3.54846540,0.050000,15.280,,,0.000000,1640,,6290.00,1.75,1.32,
23718,Kepler-5 b,3.54846570,0.053800,15.984,670.93913,0.40000,,1750,,6297.00,1.79,1.37,
23719,Kepler-5 b,3.54846550,,,,,,,,6295.00,1.78,1.23,0.652
23720,Kepler-5 b,3.54846545,0.050000,14.920,,,0.000000,1640,,6290.00,1.75,1.32,
23721,Kepler-50 b,7.81285862,,,,,,,,6173.00,1.62,1.18,0.536
23722,Kepler-50 b,7.81285840,0.083200,1.540,,,0.000000,1198,,6225.00,1.58,1.26,
23723,Kepler-50 b,7.81283150,,,,,,,,6173.00,1.62,1.18,0.536
23724,Kepler-50 b,7.81285840,,1.560,,,,,,6280.00,1.59,1.28,
23725,Kepler-50 b,7.81285840,0.083200,1.540,,,0.000000,1198,,6225.00,1.58,1.26,
23726,Kepler-50 b,7.81285840,0.083200,1.540,,,0.000000,1198,,6225.00,1.58,1.26,
23727,Kepler-50 b,7.81251200,0.082000,2.200,,,0.000000,1278,,6058.00,1.88,1.22,
23728,Kepler-50 b,7.81254000,0.077000,1.710,,,,,,6225.00,1.58,1.24,
23729,Kepler-50 b,7.81285862,0.081700,1.680,,,0.000000,1196,,6237.00,1.54,1.19,
23730,Kepler-50 b,,,1.733,,,,,,6162.00,1.60,,
23731,Kepler-50 b,7.81251240,,2.200,8.90000,,,,,6058.00,1.88,1.23,
23732,Kepler-50 c,9.37663871,,,,,,,,6173.00,1.62,1.18,0.536
23733,Kepler-50 c,9.37613700,0.093000,2.790,,,0.000000,1200,,6058.00,1.88,1.22,
23734,Kepler-50 c,9.37663713,,,,,,,,6173.00,1.62,1.18,0.536
23735,Kepler-50 c,9.37664325,0.094000,1.820,,,0.000000,1127,,6225.00,1.58,1.26,
23736,Kepler-50 c,9.37664325,0.094000,1.820,,,0.000000,1127,,6225.00,1.58,1.26,
23737,Kepler-50 c,9.37664325,0.094000,1.820,,,0.000000,1127,,6225.00,1.58,1.26,
23738,Kepler-50 c,,,1.951,,,,,,6162.00,1.60,,
23739,Kepler-50 c,9.37663713,0.092200,1.890,,,0.000000,1125,,6237.00,1.54,1.19,
23740,Kepler-50 c,9.37613680,,2.790,8.20000,,,,,6058.00,1.88,1.23,
23741,Kepler-50 c,9.37664325,,1.910,,,,,,6280.00,1.59,1.28,
23742,Kepler-50 c,9.37647000,0.087000,2.170,,,,,,6225.00,1.58,1.24,
23743,Kepler-500 b,8.50832440,0.084600,2.570,,,0.000000,906,,5934.00,1.01,1.12,
23744,Kepler-500 b,8.50833310,,,,,,,,5674.12,1.18,1.01,0.116
23745,Kepler-500 b,8.50840351,,,,,,,,5674.12,1.18,1.01,0.116
23746,Kepler-500 b,8.50831464,,,,,,,,5674.12,1.18,1.01,0.116
23747,Kepler-500 b,8.50832440,,2.580,,,,,,5813.00,1.03,1.02,
23748,Kepler-500 b,8.50835500,0.081000,2.400,,,0.000000,851,,5829.00,0.89,0.98,
23749,Kepler-500 b,,,2.855,,,,,,5748.00,1.13,,
23750,Kepler-500 b,8.50833310,0.080600,2.600,,,0.000000,909,,5767.00,1.03,0.96,
23751,Kepler-500 b,8.50832440,0.084600,2.570,,,0.000000,906,,5934.00,1.01,1.12,
23752,Kepler-500 b,8.50832440,0.084600,2.570,,,0.000000,906,,5934.00,1.01,1.12,
23753,Kepler-501 b,5.64067757,0.063200,4.110,,,0.000000,1085,,6217.00,0.99,1.06,
23754,Kepler-501 b,5.64067757,0.063200,4.110,,,0.000000,1085,,6217.00,0.99,1.06,
23755,Kepler-501 b,5.64067697,,,,,,,,6115.00,1.14,1.15,0.216
23756,Kepler-501 b,5.64067757,,4.300,,,,,,5904.00,1.04,1.03,
23757,Kepler-501 b,5.64067540,,,,,,,,6115.00,1.14,1.15,0.216
23758,Kepler-501 b,5.64067242,,,,,,,,6115.00,1.14,1.15,0.216
23759,Kepler-501 b,5.64066200,0.064000,4.000,,,0.000000,1094,,6215.00,1.02,1.11,
23760,Kepler-501 b,5.64067697,0.062700,4.590,,,0.000000,1125,,5794.00,1.22,1.03,
23761,Kepler-501 b,5.64067757,0.063200,4.110,,,0.000000,1085,,6217.00,0.99,1.06,
23762,Kepler-501 b,,,4.241,,,,,,5796.00,1.12,,
23763,Kepler-501 c,3.62269606,0.047100,1.450,,,0.000000,1257,,6217.00,0.99,1.06,
23764,Kepler-501 c,3.62269606,0.047100,1.450,,,0.000000,1257,,6217.00,0.99,1.06,
23765,Kepler-501 c,3.62275506,0.046700,1.620,,,0.000000,1304,,5794.00,1.22,1.03,
23766,Kepler-501 c,3.62276006,,1.681,,,,,,5794.00,1.22,1.03,
23767,Kepler-501 c,3.62269606,0.047100,1.450,,,0.000000,1257,,6217.00,0.99,1.06,
23768,Kepler-501 c,3.62271400,0.048000,1.410,,,0.000000,1263,,6215.00,1.02,1.11,
23769,Kepler-501 c,3.62275506,,,,,,,,6115.00,1.14,1.15,0.216
23770,Kepler-502 b,4.28685900,0.053000,4.200,,,0.000000,1202,,6215.00,1.02,1.11,
23771,Kepler-502 b,4.28686623,,,,,,,,5981.00,1.39,1.10,0.349
23772,Kepler-502 b,4.28686059,,,,,,,,5981.00,1.39,1.10,0.349
23773,Kepler-502 b,4.28686431,0.053200,4.070,,,0.000000,1209,,6225.00,1.03,1.09,
23774,Kepler-502 b,4.28686850,,,,,,,,5981.00,1.39,1.10,0.349
23775,Kepler-502 b,4.28686431,0.053200,4.070,,,0.000000,1209,,6225.00,1.03,1.09,
23776,Kepler-502 b,,,5.318,,,,,,6236.00,1.35,,
23777,Kepler-502 b,4.28686623,0.053500,4.140,,,0.000000,1217,,6228.00,1.05,1.11,
23778,Kepler-502 b,4.28686431,,4.770,,,,,,6125.00,1.22,1.15,
